X1,sys_RespNum,QUOTA,Q9Quota,State,Region,Opinion_aqua_pre,Support_pre,Wild_farmed_pre,M3_strong,M3_weak,VIDEOQUOTA,Opinion_video,Support_post,Purchase_seafood_post,Opinion_aqua_post,Wild_farmed_post,Trust_scientists,Trust_NGO,Trust_Govt,Trust_Chefs,Trust_farmers,Trust_grocer,Trust_food_companies,Age,Marital,Education,Religion,Race,Income,Gender,MXD_I,MXD_II,MXD_III,MXD_IV,MXD_V,MXD_VI,MXD_VII,MXD_VIII,MXD_IX,MXD_X,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10,Region_factor,Gender_factor,Race_factor,Education_factor,Marital_factor,Last_seafood_factor,Neighborhood_factor,survey_2_region,survey_2_state
226,1029,1,1,10,4,3,2,1,3,3,4,3,3,3,3,1,6,6,6,6,6,6,6,69,2,5,3,2,3,1,13.17891,8.07438,0.82153,8.27127,9.06549,4.93165,18.0577,25.37557,5.2067,7.01679,8,5,1,6,7,2,9,10,3,4,South,Male,African American,Vocational training/2 year college,Married,Within the last week,Suburban,8,Florida
276,329,1,1,14,2,2,2,3,3,4,6,3,2,2,1,3,3,4,5,3,4,5,4,69,1,6,8,1,2,1,12.92111,6.93466,3.37782,6.13937,18.99673,6.76551,4.13811,17.15229,14.51719,9.05723,7,5,1,3,10,4,2,9,8,6,Midwest,Male,White,4-year college/bachelor's degree,Single,Within the last week,Urban,6,Illinois
459,985,1,2,28,2,3,3,1,4,1,6,3,3,3,3,1,3,1,2,4,4,3,3,69,2,6,3,1,3,1,18.96579,9.22895,21.66284,17.83127,11.52862,0.63426,6.90138,4.87376,5.55935,2.81378,9,6,10,8,7,1,5,3,4,2,Midwest,Male,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,6,Nebraska
520,354,1,1,33,1,4,2,1,4,4,5,2,2,2,2,3,4,4,3,4,4,4,4,69,3,4,5,1,1,2,9.47195,9.16804,2.19824,5.79752,15.726,1.27731,12.87172,7.78409,23.9724,11.73271,6,5,2,3,9,1,8,4,10,7,Northeast,Female,White,"Some college, no degree",Divorced,Within the last month,Suburban,5,New York
582,360,1,1,36,2,2,2,1,4,2,4,2,2,3,2,1,4,3,3,3,4,2,3,69,2,6,5,1,7,1,2.90351,6.53664,0.39236,5.23674,7.29575,7.38827,7.54121,19.30665,18.18819,25.21068,2,4,1,3,5,6,7,9,8,10,Midwest,Male,White,4-year college/bachelor's degree,Married,2 days ago,Suburban,6,Ohio
600,1001,1,2,36,2,3,2,1,5,4,6,3,2,2,2,1,3,2,3,4,4,4,4,69,2,3,3,1,2,2,15.622,10.14816,1.09692,20.01324,14.02358,1.3213,2.02446,10.01207,8.73362,17.00466,8,6,1,10,7,2,3,5,4,9,Midwest,Female,White,High school graduate,Married,Within the last week,Suburban,6,Ohio
643,519,1,1,39,1,3,3,1,4,2,1,2,2,2,2,3,4,3,3,3,4,3,2,69,2,3,2,1,4,2,5.74598,4.34767,0.54666,9.94002,9.49174,3.10201,6.29199,15.87858,19.29666,25.35869,4,3,1,7,6,2,5,8,9,10,Northeast,Female,White,High school graduate,Married,Within the last week,Rural,5,Pennsylvania
710,319,1,2,44,4,1,1,2,5,3,4,1,1,1,1,2,5,3,3,3,4,4,5,69,2,7,3,1,7,1,11.19139,8.39375,1.70387,14.27203,9.36324,10.57342,4.15084,4.509,14.9519,20.89056,7,4,1,8,5,6,2,3,9,10,South,Male,White,"Some postgraduate work, no degree",Married,Within the last month,Suburban,8,Texas
776,655,1,2,48,3,3,3,2,5,1,3,2,3,2,2,2,2,3,2,3,4,2,2,69,2,5,2,1,3,2,6.88057,13.49284,0.34504,11.82829,22.03809,1.04679,3.19762,18.94725,8.16194,14.06155,4,7,1,6,10,2,3,9,5,8,West,Female,White,Vocational training/2 year college,Married,Can't remember,Urban,2,Washington
117,920,1,2,5,3,1,1,2,5,5,1,1,1,1,1,2,4,4,4,4,4,4,3,68,3,9,9,1,1,1,11.42238,2.67397,1.55195,14.00601,4.38125,11.00945,2.11642,7.79993,25.06369,19.97495,7,3,1,8,4,6,2,5,10,9,West,Male,White,Doctoral/law degree,Divorced,2 days ago,Urban,3,California
128,967,1,1,5,3,5,5,1,5,4,2,3,3,3,3,1,5,5,4,4,3,4,3,68,2,2,3,1,3,2,6.97833,1.68642,1.51397,3.29703,12.83884,17.98201,11.23948,13.42023,18.40322,12.64047,4,2,1,3,7,9,5,8,10,6,West,Female,White,Some high school,Married,Within the last month,Rural,3,California
150,943,1,2,6,3,3,3,1,4,3,6,3,2,3,2,1,3,3,3,3,3,3,3,68,3,3,9,1,1,1,9.4453,9.64849,2.59751,14.76296,15.04449,0.76545,6.54242,11.92916,11.15351,18.1107,4,5,2,8,9,1,3,7,6,10,West,Male,White,High school graduate,Divorced,Within the last week,Urban,7,Colorado
221,928,1,1,10,4,3,3,1,4,4,3,2,2,2,2,1,4,2,4,6,4,6,3,68,5,5,11,1,1,1,6.55063,6.56318,11.94394,7.58788,5.92976,21.25828,13.64217,10.3904,5.71842,10.41535,3,4,8,5,2,10,9,6,1,7,South,Male,White,Vocational training/2 year college,Widowed,Within the last month,Suburban,8,Florida
223,950,1,1,10,4,6,2,3,3,3,6,3,3,3,3,3,6,6,6,6,6,6,6,68,2,3,11,1,4,1,4.1228,5.82507,4.07025,7.12832,8.03388,9.54834,17.99257,24.68679,12.16961,6.42238,2,3,1,5,6,7,9,10,8,4,South,Male,White,High school graduate,Married,Never,Suburban,8,Florida
265,897,1,1,13,3,1,1,2,5,5,3,1,1,1,1,2,4,3,3,4,4,4,4,68,2,5,11,1,2,1,3.59477,3.4542,0.91701,6.59143,22.48061,4.73441,9.78658,21.68882,5.23367,21.5185,3,2,1,6,10,4,7,9,5,8,West,Male,White,Vocational training/2 year college,Married,Within the last month,Suburban,7,Idaho
373,259,1,2,21,4,3,4,1,5,5,2,1,1,2,2,3,4,4,3,4,4,4,3,68,2,6,3,1,3,1,7.91347,16.5865,6.0688,3.00514,18.73558,6.97129,3.93671,24.59452,4.98843,7.19955,7,8,4,1,9,5,2,10,3,6,South,Male,White,4-year college/bachelor's degree,Married,Yesterday,Suburban,5,Maryland
415,873,1,2,23,2,3,3,3,5,4,1,2,3,3,3,3,5,3,3,4,3,3,2,68,1,7,11,1,2,1,14.77331,2.49204,4.5389,6.95913,12.47226,2.42104,6.7453,16.43099,18.64881,14.51824,8,2,3,5,6,1,4,9,10,7,Midwest,Male,White,"Some postgraduate work, no degree",Single,More than a month ago,Rural,6,Michigan
460,49,1,2,29,3,2,2,1,4,3,4,2,2,2,2,1,3,3,3,3,3,3,3,68,2,4,2,1,4,1,6.08749,12.89145,0.4017,11.24884,9.65102,1.25418,9.0273,25.44773,3.46373,20.52656,4,8,1,7,6,2,5,10,3,9,West,Male,White,"Some college, no degree",Married,More than a month ago,Rural,7,Nevada
589,512,1,2,36,2,4,4,1,5,3,6,2,3,4,4,1,4,4,3,3,4,6,3,68,3,4,2,2,2,2,18.2045,12.41676,0.95439,10.54163,15.18786,0.95147,7.02789,13.99006,9.57368,11.15175,10,7,2,5,9,1,3,8,4,6,Midwest,Female,African American,"Some college, no degree",Divorced,2 days ago,Urban,6,Ohio
602,1004,1,1,36,2,2,1,1,5,1,5,1,1,1,1,2,5,4,2,3,5,3,3,68,2,3,3,1,3,1,5.71912,10.75961,0.49024,7.39632,24.0978,6.69892,8.64648,22.56204,2.4413,11.18818,3,7,1,5,10,4,6,9,2,8,Midwest,Male,White,High school graduate,Married,Within the last week,Suburban,6,Ohio
663,325,1,2,40,1,2,3,3,4,1,6,3,3,3,1,3,4,6,4,6,3,3,3,68,1,5,3,1,1,1,8.01478,18.54121,0.72298,13.54306,7.6474,4.05969,4.10712,15.1841,3.75437,24.42529,6,9,1,7,5,3,4,8,2,10,Northeast,Male,White,Vocational training/2 year college,Single,Within the last week,Urban,4,Rhode Island
702,209,1,2,44,4,2,2,1,4,4,5,2,2,3,2,3,5,4,4,4,5,4,4,68,2,5,2,1,3,2,4.05205,2.5069,1.52146,5.75735,9.82357,8.19262,16.83979,19.32345,20.32751,11.65531,3,2,1,4,6,5,8,9,10,7,South,Female,White,Vocational training/2 year college,Married,2 days ago,Rural,8,Texas
704,249,1,2,44,4,2,2,3,4,1,2,3,3,3,3,3,2,3,2,4,4,4,3,68,3,7,2,1,1,1,8.44517,18.40781,1.45704,9.67407,20.64652,0.66693,10.86144,17.81484,3.63874,8.38745,5,9,2,6,10,1,7,8,3,4,South,Male,White,"Some postgraduate work, no degree",Divorced,Within the last month,Urban,8,Texas
726,690,1,2,44,4,2,3,2,3,4,6,1,2,1,2,1,2,3,2,3,4,3,3,68,1,4,13,2,2,2,18.02641,3.52832,2.38337,4.91427,14.82079,11.34936,13.39003,10.2046,6.93043,14.45242,10,2,1,3,9,6,7,5,4,8,South,Female,African American,"Some college, no degree",Single,Yesterday,Urban,8,Texas
793,627,1,1,50,2,1,1,3,5,1,6,3,3,3,1,3,2,2,2,3,3,3,3,68,2,5,3,1,7,1,7.34992,19.45773,2.1341,17.19389,10.76025,0.68112,4.98475,12.63324,9.5537,15.2513,4,10,2,9,6,1,3,7,5,8,Midwest,Male,White,Vocational training/2 year college,Married,Today,Rural,6,Wisonsin
78,351,1,1,5,3,3,2,1,4,4,4,2,2,2,2,2,4,4,3,4,4,3,6,67,2,6,1,1,8,1,22.8322,4.67325,10.66588,8.81748,12.13513,1.09392,9.26154,12.20227,9.17991,9.13842,10,2,7,3,8,1,6,9,5,4,West,Male,White,4-year college/bachelor's degree,Married,2 days ago,Suburban,3,California
90,491,1,1,5,3,2,2,2,5,3,2,1,1,1,1,2,5,3,3,4,3,2,2,67,2,6,11,1,6,2,4.15713,4.1307,0.3225,4.30335,12.22236,9.12366,14.3642,20.55455,5.63551,25.18604,3,2,1,4,7,6,8,9,5,10,West,Female,White,4-year college/bachelor's degree,Married,Within the last week,Rural,3,California
92,499,1,2,5,3,5,3,#NULL!,5,1,2,5,3,#NULL!,5,#NULL!,6,1,1,1,1,1,1,67,2,3,3,1,7,1,16.74777,4.77299,4.79485,6.29555,25.68807,2.18212,14.74785,10.46791,5.41444,8.88845,9,2,3,5,10,1,8,7,4,6,West,Male,White,High school graduate,Married,Never,Suburban,3,California
177,236,1,1,10,4,3,3,1,5,2,4,2,2,2,2,1,3,3,3,3,3,3,3,67,2,3,1,1,4,2,7.88663,17.39422,1.18458,8.95053,24.78949,0.42701,10.70311,20.51636,4.5581,3.58996,5,8,2,6,10,1,7,9,4,3,South,Female,White,High school graduate,Married,Within the last week,Suburban,8,Florida
261,515,1,1,12,3,2,2,#NULL!,3,3,6,2,2,#NULL!,2,#NULL!,4,4,4,4,4,4,4,67,5,5,7,3,2,1,8.69478,15.38303,1.4381,17.53448,10.93913,3.48984,6.48353,9.8191,5.9461,20.2719,5,8,1,9,7,2,4,6,3,10,West,Male,Asian,Vocational training/2 year college,Widowed,Never,Suburban,7,Hawaii
308,1015,1,1,14,2,3,2,1,4,2,1,1,2,2,2,1,4,3,2,3,3,3,2,67,2,6,11,1,3,1,13.08317,10.31857,2.51118,17.90776,6.53963,0.66786,3.93534,22.03921,8.98329,14.01396,7,6,2,9,4,1,3,10,5,8,Midwest,Male,White,4-year college/bachelor's degree,Married,Yesterday,Urban,6,Illinois
349,250,1,2,18,4,2,2,2,5,1,1,1,1,1,1,2,4,3,3,3,3,3,2,67,2,6,11,1,7,1,4.85277,2.74955,0.46192,7.48649,12.46169,12.82919,6.29725,10.92311,15.70886,26.22916,3,2,1,5,7,8,4,6,9,10,South,Male,White,4-year college/bachelor's degree,Married,Today,Suburban,8,Kentucky
412,680,1,1,23,2,1,1,2,5,4,5,1,1,1,1,2,3,3,3,3,3,3,3,67,2,8,2,1,3,2,7.32982,3.5744,0.42013,6.20263,20.25646,1.39055,16.77006,24.71914,10.64455,8.69226,5,3,1,4,9,2,8,10,7,6,Midwest,Female,White,2 or 3 years postgraduate work/master's degree,Married,Within the last week,Suburban,6,Michigan
575,1033,1,1,34,4,2,2,#NULL!,3,3,3,2,2,#NULL!,2,#NULL!,4,4,3,4,4,4,3,67,2,6,12,2,7,1,13.36039,8.94893,15.47156,6.29318,11.48761,14.04195,10.0501,5.27256,10.86295,4.21077,8,4,10,3,7,9,5,2,6,1,South,Male,African American,4-year college/bachelor's degree,Married,Within the last month,Suburban,8,North Carolina
665,216,1,1,41,4,2,3,3,4,2,5,2,3,3,2,3,3,6,4,2,3,3,2,67,2,8,12,1,4,2,3.59814,15.26535,0.81036,6.45481,19.54675,4.16829,7.68342,25.47557,1.18108,15.81624,3,7,1,5,9,4,6,10,2,8,South,Female,White,2 or 3 years postgraduate work/master's degree,Married,Within the last week,Suburban,8,South Carolina
666,224,1,2,41,4,1,2,3,2,5,2,1,1,1,1,2,5,6,3,5,4,6,6,67,2,6,2,2,3,2,19.48525,12.7613,11.63938,15.2528,14.01056,1.57445,6.60636,13.72659,2.3148,2.6285,10,6,5,9,8,1,4,7,2,3,South,Female,African American,4-year college/bachelor's degree,Married,Within the last week,Rural,8,South Carolina
88,481,1,2,5,3,1,1,1,4,3,4,2,3,2,2,1,5,6,4,5,5,5,5,66,3,3,8,5,2,2,5.28127,10.05349,7.41282,11.20186,24.03866,12.41102,12.40484,5.5652,5.70267,5.92816,1,6,5,7,10,9,8,2,3,4,West,Female,Other,High school graduate,Divorced,Within the last month,Suburban,3,California
93,504,1,1,5,3,2,3,3,5,3,5,2,2,3,2,3,4,4,3,2,3,1,3,66,1,3,3,5,1,1,20.28246,17.06188,0.94731,12.04633,11.35423,1.15936,7.65517,18.4916,5.63588,5.36578,10,8,1,7,6,2,5,9,4,3,West,Male,Other,High school graduate,Single,More than a month ago,Rural,3,California
218,852,1,1,10,4,4,4,1,4,3,4,5,5,5,5,1,5,5,4,6,2,3,1,66,2,8,10,1,3,1,2.83796,5.27139,0.8245,4.17259,19.34391,3.91125,19.5991,25.6285,6.21908,12.19171,2,5,1,4,8,3,9,10,6,7,South,Male,White,2 or 3 years postgraduate work/master's degree,Married,Within the last month,Suburban,8,Florida
284,525,1,1,14,2,3,3,1,5,2,6,2,3,2,2,3,3,4,3,3,3,3,3,66,5,6,3,1,2,1,6.47746,13.81069,2.88192,5.53622,26.09272,6.34278,14.69823,8.10987,9.02405,7.02607,4,8,1,2,10,3,9,6,7,5,Midwest,Male,White,4-year college/bachelor's degree,Widowed,Within the last month,Suburban,6,Illinois
297,899,1,2,14,2,6,2,1,3,2,4,3,3,3,3,2,3,3,4,3,3,4,4,66,2,5,3,1,6,1,13.82634,16.99429,2.07128,13.44673,20.43111,0.66695,9.30623,13.68154,2.69852,6.87702,8,9,2,6,10,1,5,7,3,4,Midwest,Male,White,Vocational training/2 year college,Married,More than a month ago,Rural,6,Illinois
309,1017,1,1,14,2,3,4,1,4,2,5,2,2,2,3,1,3,2,3,2,2,2,2,66,2,6,11,1,8,1,12.6037,3.71781,1.58197,6.09653,7.08608,12.39624,3.79891,9.70089,21.8275,21.19036,8,2,1,4,5,7,3,6,10,9,Midwest,Male,White,4-year college/bachelor's degree,Married,Today,Suburban,6,Illinois
443,522,1,2,26,2,4,5,1,3,1,3,4,4,4,4,1,6,6,1,1,1,1,1,66,3,5,12,2,2,2,15.83223,3.55904,12.3127,10.26088,20.02064,1.21582,5.58899,8.85029,9.37743,12.98198,9,2,7,6,10,1,3,4,5,8,Midwest,Female,African American,Vocational training/2 year college,Divorced,Yesterday,Urban,6,Missouri
595,870,1,1,36,2,3,3,1,4,2,6,2,3,3,2,1,4,4,3,3,4,3,3,66,2,8,3,1,7,1,2.26515,4.18115,0.4958,5.50177,13.15138,21.24269,7.31494,12.42878,8.68438,24.73396,2,3,1,4,8,9,5,7,6,10,Midwest,Male,White,2 or 3 years postgraduate work/master's degree,Married,Within the last month,Urban,6,Ohio
605,1026,1,1,36,2,1,1,2,5,5,4,1,1,1,1,2,5,5,5,5,5,3,4,66,1,5,12,2,2,1,15.44648,9.42355,7.94767,11.05264,14.12312,6.34058,7.76311,4.19428,10.28264,13.42594,10,5,4,7,9,2,3,1,6,8,Midwest,Male,African American,Vocational training/2 year college,Single,Today,Urban,6,Ohio
610,308,1,2,37,4,3,3,#NULL!,5,1,2,5,3,#NULL!,2,#NULL!,5,2,3,3,5,2,2,66,2,8,2,1,3,1,7.15158,7.70221,2.16759,13.67242,21.86948,0.87272,11.88983,11.43814,16.94374,6.29228,4,5,2,8,10,1,7,6,9,3,South,Male,White,2 or 3 years postgraduate work/master's degree,Married,More than a month ago,Suburban,8,Oklahoma
681,489,1,2,43,4,3,3,1,4,2,5,#NULL!,1,1,2,1,4,4,4,4,3,4,3,66,2,8,11,1,3,1,6.95485,10.33201,6.92393,8.34452,11.06996,2.55899,22.98818,16.2502,9.1252,5.45216,4,7,3,5,8,1,10,9,6,2,South,Male,White,2 or 3 years postgraduate work/master's degree,Married,Within the last week,Suburban,8,Tennessee
746,1032,1,1,44,4,1,1,2,5,1,3,1,3,3,1,2,2,3,1,4,3,4,3,66,2,7,1,4,2,1,15.34108,11.722,1.53751,15.19355,8.78747,0.6995,1.90143,7.94578,14.30594,22.56573,9,6,2,8,5,1,3,4,7,10,South,Male,Mixed,"Some postgraduate work, no degree",Married,2 days ago,Suburban,8,Texas
34,894,1,1,3,3,3,3,3,4,4,1,3,3,1,1,2,4,4,3,3,4,2,2,65,1,4,3,1,3,1,6.70502,12.61137,2.61383,8.57381,20.3927,0.97413,9.84492,20.6426,7.54052,10.10112,3,8,2,5,9,1,6,10,4,7,West,Male,White,"Some college, no degree",Single,Within the last week,Urban,7,Arizona
91,495,1,1,5,3,2,1,1,5,3,2,1,2,2,1,2,3,2,4,3,3,3,2,65,5,5,12,1,6,2,8.3762,15.46667,1.94702,13.27541,24.0749,0.66297,7.95681,17.50757,3.09794,7.6345,6,8,2,7,10,1,5,9,3,4,West,Female,White,Vocational training/2 year college,Widowed,Yesterday,Suburban,3,California
101,657,1,1,5,3,4,4,3,5,3,6,2,1,1,1,2,6,6,6,5,4,4,6,65,3,3,3,1,1,2,13.3179,8.40985,3.41113,4.35548,9.49469,15.78717,10.84904,7.99399,2.4032,23.97755,8,5,2,3,6,9,7,4,1,10,West,Female,White,High school graduate,Divorced,Yesterday,Suburban,3,California
169,41,1,2,10,4,1,1,1,5,5,3,1,1,1,1,2,4,4,3,4,4,3,4,65,3,6,2,1,3,1,6.75781,11.85666,1.76886,14.84892,12.43059,1.75227,12.75162,19.61661,7.30124,10.91543,3,6,2,9,7,1,8,10,4,5,South,Male,White,4-year college/bachelor's degree,Divorced,Within the last week,Suburban,8,Florida
236,228,1,1,11,4,4,4,3,5,5,4,1,1,1,2,3,5,5,4,5,5,5,4,65,3,8,12,1,3,2,8.21387,3.42906,2.0724,6.90824,20.38373,2.07696,19.53595,21.42808,3.06399,12.88773,6,4,1,5,9,2,8,10,3,7,South,Female,White,2 or 3 years postgraduate work/master's degree,Divorced,Within the last week,Rural,8,Georgia
262,344,1,1,13,3,6,4,3,5,5,2,1,2,2,2,3,4,4,3,4,5,4,3,65,3,8,5,1,6,2,13.72691,9.62562,9.03316,7.83042,7.17293,9.37139,16.50104,10.66697,6.91312,9.15844,9,7,4,3,2,6,10,8,1,5,West,Female,White,2 or 3 years postgraduate work/master's degree,Divorced,2 days ago,Rural,7,Idaho
332,995,1,2,15,2,6,3,3,5,3,6,2,1,1,1,3,3,3,3,#NULL!,4,3,4,65,2,6,2,1,3,1,6.82218,13.95236,1.27795,3.99277,17.81439,1.56591,10.57968,24.70741,14.26231,5.02504,5,7,1,3,9,2,6,10,8,4,Midwest,Male,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,6,Indiana
344,1005,1,2,17,2,2,2,3,5,3,1,1,1,2,1,3,5,3,3,3,3,3,#NULL!,65,2,9,3,1,5,1,19.3748,9.4759,1.42028,8.86262,8.8163,5.93736,4.35038,3.69953,25.28261,12.78022,9,7,1,6,5,4,3,2,10,8,Midwest,Male,White,Doctoral/law degree,Married,More than a month ago,Rural,6,Kansas
451,1011,1,2,26,2,2,2,1,4,4,4,2,2,2,2,1,5,5,1,4,5,2,2,65,1,3,3,1,1,1,2.53961,8.10299,2.04323,5.08852,11.371,4.79414,7.48078,18.70895,15.00729,24.86349,2,6,1,4,7,3,5,9,8,10,Midwest,Male,White,High school graduate,Single,Within the last week,Urban,6,Missouri
650,684,1,1,39,1,2,2,3,4,4,3,2,2,3,2,3,4,3,3,3,4,3,3,65,#NULL!,4,2,1,2,1,13.25793,4.90972,5.53674,8.49371,24.41395,8.83396,6.49447,6.48019,13.46974,8.10959,8,1,2,6,10,7,4,3,9,5,Northeast,Male,White,"Some college, no degree",NA,Within the last month,Suburban,5,Pennsylvania
737,869,1,1,44,4,2,2,3,4,2,2,3,2,3,2,2,3,2,2,2,3,3,2,65,2,6,2,1,3,1,15.05103,8.20515,6.89364,3.14377,11.51761,2.58802,16.85462,6.46724,23.95628,5.32264,8,6,5,2,7,1,9,4,10,3,South,Male,White,4-year college/bachelor's degree,Married,More than a month ago,Suburban,8,Texas
765,700,1,1,47,4,3,2,2,5,1,6,3,3,2,2,2,4,3,2,3,4,6,3,65,3,6,8,1,3,1,14.4788,3.46175,0.85817,8.28604,18.85122,5.89095,8.84202,5.6053,16.31909,17.40666,7,2,1,5,10,4,6,3,8,9,South,Male,White,4-year college/bachelor's degree,Divorced,Within the last month,Suburban,5,Virginia
56,99,1,2,5,3,2,2,2,5,2,5,1,1,1,1,2,4,4,2,4,4,3,3,64,2,8,2,1,8,1,5.24278,8.01134,0.66914,14.87456,19.01139,0.91394,11.01748,20.79024,4.85231,14.61682,4,5,1,8,9,2,6,10,3,7,West,Male,White,2 or 3 years postgraduate work/master's degree,Married,Within the last week,Suburban,3,California
143,593,1,2,6,3,2,1,3,5,3,6,1,1,1,1,3,4,3,4,4,5,4,3,64,2,5,2,1,4,2,3.08306,14.96761,0.41647,4.98249,24.03884,2.74159,7.73204,21.59448,5.81749,14.62592,3,8,1,4,10,2,6,9,5,7,West,Female,White,Vocational training/2 year college,Married,Today,Suburban,7,Colorado
251,548,1,2,11,4,6,3,1,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,64,2,4,11,2,3,1,9.31888,1.99516,6.98447,4.55941,10.54639,7.1272,22.05154,18.72914,13.81702,4.87078,6,1,4,2,7,5,10,9,8,3,South,Male,African American,"Some college, no degree",Married,2 days ago,Suburban,8,Georgia
275,327,1,1,14,2,2,2,1,5,3,5,2,1,1,2,2,5,4,5,4,4,3,3,64,2,8,3,1,6,1,17.57209,19.6839,9.39885,10.16807,13.83898,1.72431,3.11722,7.09347,4.46241,12.94069,9,10,5,6,8,1,2,4,3,7,Midwest,Male,White,2 or 3 years postgraduate work/master's degree,Married,Within the last month,Rural,6,Illinois
300,976,1,2,14,2,4,4,1,3,1,5,2,2,2,2,2,4,4,3,1,3,3,2,64,3,8,11,4,2,1,5.34103,14.54939,0.37771,10.33161,19.92601,0.85045,4.62212,13.82736,6.97509,23.19923,4,8,1,6,9,2,3,7,5,10,Midwest,Male,Mixed,2 or 3 years postgraduate work/master's degree,Divorced,More than a month ago,Urban,6,Illinois
329,924,1,1,15,2,3,4,1,5,1,5,3,4,3,4,1,3,6,2,3,6,4,1,64,5,7,11,1,2,1,5.90876,20.04673,0.60437,10.58986,24.90797,2.92275,8.84243,13.70994,2.61871,9.84847,4,9,1,7,10,3,5,8,2,6,Midwest,Male,White,"Some postgraduate work, no degree",Widowed,Within the last month,Suburban,6,Indiana
401,45,1,1,23,2,4,3,1,5,3,6,2,2,2,3,1,4,4,4,3,3,3,2,64,2,6,2,1,4,2,4.83304,21.29796,4.89266,13.28778,15.61302,4.09712,2.34253,5.9687,9.61649,18.05068,3,10,4,7,8,2,1,5,6,9,Midwest,Female,White,4-year college/bachelor's degree,Married,Within the last week,Urban,6,Michigan
423,116,1,1,24,2,2,2,1,5,1,6,2,3,3,1,1,5,3,4,3,4,3,2,64,2,4,2,1,4,1,11.39165,2.26155,1.45457,13.85618,5.81865,6.9995,3.10612,17.09434,11.86895,26.14847,6,2,1,8,4,5,3,9,7,10,Midwest,Male,White,"Some college, no degree",Married,Within the last week,Suburban,6,Minnesota
458,978,1,2,28,2,2,2,1,5,3,4,1,1,2,1,1,4,3,4,4,5,5,5,64,3,4,1,1,1,2,8.8233,6.72746,2.16072,4.88548,15.84423,0.88213,3.67091,20.20651,13.53654,23.26272,6,5,2,4,8,1,3,9,7,10,Midwest,Female,White,"Some college, no degree",Divorced,More than a month ago,Rural,6,Nebraska
481,170,1,1,31,1,1,2,3,5,2,3,2,2,2,1,3,4,3,3,3,4,3,3,64,2,8,2,1,6,1,18.95815,7.34265,5.05057,22.6759,5.55987,2.20868,5.26154,1.78055,21.35343,9.80867,8,6,3,10,5,2,4,1,9,7,Northeast,Male,White,2 or 3 years postgraduate work/master's degree,Married,Within the last month,Suburban,5,New Jersey
489,516,1,1,31,1,2,2,1,5,5,6,2,2,2,2,2,4,4,4,4,4,4,4,64,2,6,12,3,6,2,7.1764,10.82475,9.71486,10.36996,14.1972,7.85296,5.61219,18.19881,9.18411,6.86877,3,8,6,7,9,4,1,10,5,2,Northeast,Female,Asian,4-year college/bachelor's degree,Married,Yesterday,Suburban,5,New Jersey
534,573,1,1,33,1,3,2,1,2,3,2,1,1,1,1,1,4,2,3,2,1,4,2,64,1,3,3,1,1,1,9.98576,14.54906,7.53238,22.19292,2.65871,6.42011,5.7013,12.02661,3.74106,15.1921,6,8,5,10,1,4,3,7,2,9,Northeast,Male,White,High school graduate,Single,Within the last week,Rural,5,New York
590,526,1,2,36,2,2,2,2,5,3,2,3,2,2,2,2,3,2,1,3,2,2,2,64,2,4,12,4,7,2,18.2845,20.20399,13.64076,20.84225,6.19778,1.69762,5.83449,4.83601,2.44126,6.02134,8,9,7,10,6,1,4,3,2,5,Midwest,Female,Mixed,"Some college, no degree",Married,Within the last week,Suburban,6,Ohio
599,992,1,2,36,2,2,2,2,5,1,4,1,1,1,1,2,4,3,4,5,5,5,5,64,1,4,2,2,2,2,9.44374,8.10987,0.63354,13.29929,5.43525,3.65724,4.54735,22.64378,13.15745,19.0725,6,5,1,8,4,2,3,10,7,9,Midwest,Female,African American,"Some college, no degree",Single,2 days ago,Suburban,6,Ohio
603,1007,1,2,36,2,3,2,2,5,4,6,1,2,2,2,2,3,2,4,4,4,3,2,64,2,4,1,1,4,2,2.68665,4.80309,0.35578,3.91855,13.09418,7.58947,5.64693,20.27776,20.90166,20.72593,2,4,1,3,7,6,5,8,10,9,Midwest,Female,White,"Some college, no degree",Married,Within the last month,Suburban,6,Ohio
654,763,1,1,39,1,1,1,2,5,4,3,1,1,1,1,2,5,3,4,4,4,3,3,64,1,6,10,1,2,2,7.14906,8.61835,3.45698,12.60357,3.22137,9.49821,2.46349,8.38377,19.81013,24.79508,4,6,3,8,2,7,1,5,9,10,Northeast,Female,White,4-year college/bachelor's degree,Single,Within the last week,Rural,5,Pennsylvania
698,43,1,1,44,4,1,2,3,5,2,2,2,1,1,1,3,4,3,3,4,4,4,3,64,2,5,1,1,9,2,7.10514,10.94153,0.67271,7.12758,11.38081,1.55653,14.41717,13.52563,14.89035,18.38256,3,5,1,4,6,2,8,7,9,10,South,Female,White,Vocational training/2 year college,Married,2 days ago,Urban,8,Texas
753,916,1,2,45,3,3,1,1,5,1,3,2,1,1,1,2,4,4,2,4,5,3,4,64,2,5,1,1,3,1,11.70683,12.48475,1.78263,14.12976,19.28566,0.50919,3.02451,23.8223,4.94864,8.30573,6,7,2,8,9,1,3,10,4,5,West,Male,White,Vocational training/2 year college,Married,Within the last week,Rural,7,Utah
